manufacturer,model_name,screen_size_inches,screen,cpu,ram_GB,storage,os,os_version,weight,price_euros,gpu_manufacturer,cpu_manufacturer,screen_width_px,screen_high_px,cpu_speed_ghz
Dell,Alienware 17,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.7GHz,8,1TB HDD,Windows,10,4.42kg,"2046,00",Nvidia,Intel,1920,1080,2.7
Microsoft,Surface Laptop,13.5,Touchscreen 2256x1504,Intel Core M m3-7Y30 2.2GHz,4,128GB SSD,Windows,10 S,1.252kg,"989,00",Intel,Intel,2256,1504,2.2
Microsoft,Surface Laptop,13.5,Touchscreen 2256x1504,Intel Core i7 7660U 2.5GHz,8,256GB SSD,Windows,10 S,1.25kg,"1799,00",Intel,Intel,2256,1504,2.5
HP,17-BS092ND (i3-6006U/8GB/256GB/W10),17.3,1600x900,Intel Core i3 6006U 2GHz,8,256GB SSD,Windows,10,2.5kg,"639,90",Intel,Intel,1600,900,2.0
Acer,Aspire E5-576G,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4,1TB HDD,Windows,10,2.23kg,"544,00",Nvidia,Intel,1920,1080,2.0
Acer,TravelMate B,11.6,1366x768,Intel Celeron Dual Core N3060 1.6GHz,4,128GB SSD,Windows,10,1.4kg,"435,00",Intel,Intel,1366,768,1.6
Asus,Pro P2540UA-AB51,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,1TB HDD,Windows,10,2.37kg,"749,00",Intel,Intel,1920,1080,2.5
Lenovo,IdeaPad 510s-14IKB,14.0,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,512GB SSD,No OS,Version Unknown,1.5kg,"799,00",AMD,Intel,1920,1080,2.7
Lenovo,Thinkpad P51,15.6,Full HD 1920x1080,Intel Core i7 7820HQ 2.9GHz,8,256GB SSD,Windows,10,2.67kg,"2090,00",Nvidia,Intel,1920,1080,2.9
Asus,X541NA-PD1003Y (N4200/4GB/500GB/W10),15.6,1366x768,Intel Pentium Quad Core N4200 1.1GHz,4,500GB HDD,Windows,10,2kg,"304,00",Intel,Intel,1366,768,1.1
Acer,Aspire 5,15.6,1366x768,Intel Core i3 6006U 2GHz,4,500GB HDD,Windows,10,2.2kg,"469,00",Nvidia,Intel,1366,768,2.0
Dell,Inspiron 5570,15.6,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8,2TB HDD,Windows,10,2.02kg,"759,00",AMD,Intel,1920,1080,1.6
HP,Omen 17-an006nv,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,12,1TB HDD,Windows,10,3.78kg,"1699,00",Nvidia,Intel,1920,1080,2.8
Lenovo,Thinkpad T460s,14.0,IPS Panel Quad HD+ 2560x1440,Intel Core i7 6600U 2.6GHz,12,256GB SSD,Windows,10,1.4kg,"1858,00",Intel,Intel,2560,1440,2.6
HP,Spectre x360,13.3,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 8550U 1.8GHz,8,512GB SSD,Windows,10,1.29kg,"1999,00",Intel,Intel,3840,2160,1.8
HP,ZBook 15u,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,500GB HDD,Windows,10,1.9kg,"1154,00",AMD,Intel,1920,1080,2.5
Google,Pixelbook (Core,12.3,Touchscreen 2400x1600,Intel Core i5 7Y57 1.2GHz,8,128GB SSD,Chrome OS,Version Unknown,1.1kg,"1275,00",Intel,Intel,2400,1600,1.2
Dell,Latitude 7390,13.3,Full HD / Touchscreen 1920x1080,Intel Core i5 8250U 1.6GHz,8,256GB SSD,Windows,10,1.42kg,"1841,85",Intel,Intel,1920,1080,1.6
Asus,ZenBook Pro,15.6,IPS Panel 4K Ultra HD 3840x2160,Intel Core i7 6700HQ 2.6GHz,12,128GB SSD +  1TB HDD,Windows,10,2.06kg,"1299,00",Intel,Intel,3840,2160,2.6
Dell,Latitude E5470,14.0,1366x768,Intel Core i3 6100U 2.3GHz,8,128GB SSD,Windows,10,1.79kg,"740,00",Intel,Intel,1366,768,2.3
Dell,Precision M5520,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,256GB SSD,Windows,10,1.78kg,"2408,00",Nvidia,Intel,1920,1080,2.8
Lenovo,Thinkpad T470,14.0,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,1GB SSD,Windows,10,1.7kg,"1364,00",Intel,Intel,1920,1080,2.5
Dell,Inspiron 3576,15.6,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8,1TB HDD,Windows,10,2.2kg,"675,00",AMD,Intel,1920,1080,1.6
Toshiba,Portege X30-D-10J,13.3,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Windows,10,1.05kg,"1672,00",Intel,Intel,1920,1080,2.5
Dell,Inspiron 7570,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8,512GB SSD,Windows,10,2.16kg,"1262,00",Nvidia,Intel,1920,1080,1.8
Dell,Vostro 3568,15.6,1366x768,Intel Core i3 7100U 2.4GHz,4,1TB HDD,Windows,10,2.18kg,"586,60",Intel,Intel,1366,768,2.4
HP,ProBook 430,13.3,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,4,128GB SSD,Windows,10,1.49kg,"726,00",Intel,Intel,1920,1080,1.6
Chuwi,"Lapbook 15,6",15.6,Full HD 1920x1080,Intel Atom x5-Z8350 1.44GHz,4,64GB Flash Storage,Windows,10,1.89kg,"248,90",Intel,Intel,1920,1080,1.44
Lenovo,ThinkPad E570,15.6,1366x768,Intel Core i3 6006U 2.0GHz,4,128GB SSD,Windows,10,2.3kg,"565,00",Intel,Intel,1366,768,2.0
Lenovo,ThinkPad E480,14.0,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8,256GB SSD,Windows,10,1.75kg,"1049,00",Intel,Intel,1920,1080,1.6
Dell,Precision 3520,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6820HQ 2.7GHz,16,512GB SSD,Windows,10,2.17kg,"2338,00",Nvidia,Intel,1920,1080,2.7
Dell,XPS 15,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,512GB SSD,Windows,10,2.06kg,"1899,00",Nvidia,Intel,1920,1080,2.8
Lenovo,Thinkpad X270,12.5,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,16,512GB SSD,Windows,10,1.36kg,"1798,00",Intel,Intel,1920,1080,2.7
Asus,Zenbook UX390UA,12.5,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,16,512GB SSD,Windows,10,0.91kg,"1950,00",Intel,Intel,1920,1080,2.7
Lenovo,Thinkpad E570,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Windows,10,2.3kg,"1011,99",Nvidia,Intel,1920,1080,2.5
Toshiba,Portege X30-D-10L,13.3,Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,32,512GB SSD,Windows,10,1.05kg,"2799,00",Intel,Intel,1920,1080,2.7
Asus,VivoBook Pro,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,128GB SSD +  1TB HDD,Windows,10,1.99kg,"1350,00",Nvidia,Intel,1920,1080,2.8
Acer,Aspire 5,15.6,1366x768,AMD A10-Series 9620P 2.5GHz,8,1TB HDD,Windows,10,2.2kg,"579,00",AMD,AMD,1366,768,2.5
Asus,Rog G752VL-UH71T,17.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 6700HQ 2.6GHz,24,256GB SSD +  1TB HDD,Windows,10,4.33kg,"1269,00",Nvidia,Intel,1920,1080,2.6
Lenovo,Thinkpad X260,12.5,IPS Panel 1366x768,Intel Core i5 6200U 2.3GHz,8,1GB SSD,Windows,10,1.3kg,"1099,00",Intel,Intel,1366,768,2.3
Lenovo,Ideapad 520-15IKBR,15.6,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8,256GB SSD,Windows,10,2.17kg,"898,90",Intel,Intel,1920,1080,1.8
HP,EliteBook 840,14.0,Full HD 1920x1080,Intel Core i7 7600U 2.8GHz,8,1TB SSD,Windows,10,1.48kg,"1749,00",Intel,Intel,1920,1080,2.8
Lenovo,ThinkPad 13,13.3,IPS Panel Full HD 1920x1080,Intel Core i3 7100U 2.4GHz,8,256GB SSD,Windows,10,1.4kg,"949,00",Intel,Intel,1920,1080,2.4
Lenovo,ThinkPad L570,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Windows,10,2.3kg,"911,00",Intel,Intel,1920,1080,2.5
Asus,VivoBook E201NA,11.6,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4,64GB Flash Storage,Windows,10 S,1.2kg,"340,00",Intel,Intel,1366,768,1.1
HP,15-BS026nv (i5-7200U/8GB/256GB/Radeon,15.6,1366x768,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Windows,10,1.91kg,"618,99",AMD,Intel,1366,768,2.5
Lenovo,Yoga 920-13IKB,13.9,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 8250U 1.6GHz,8,256GB SSD,Windows,10,1.4kg,"1599,00",Intel,Intel,1920,1080,1.6
Lenovo,IdeaPad 320-14IAP,14.0,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4,500GB HDD,Windows,10,2.1kg,"299,00",Intel,Intel,1366,768,1.1
Lenovo,Chromebook N23,11.6,1366x768,Intel Celeron Dual Core N3060 1.6GHz,4,16GB SSD,Chrome OS,Version Unknown,1.25kg,"265,00",Intel,Intel,1366,768,1.6
Lenovo,ThinkPad 13,13.3,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Windows,10,1.44kg,"949,00",Intel,Intel,1920,1080,2.5
Asus,ZenBook UX510UX-CN211T,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,256GB SSD +  1TB HDD,Windows,10,2kg,"1224,00",Intel,Intel,1920,1080,2.7
Acer,Aspire A515-51G-59QF,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,4,1TB HDD,Windows,10,2.2kg,"613,00",Nvidia,Intel,1920,1080,1.6
HP,Envy 13-AB002nv,13.3,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,512GB SSD,Windows,10,1.34kg,"1323,00",Intel,Intel,1920,1080,2.7
Lenovo,Legion Y520-15IKBN,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,256GB SSD +  1TB HDD,No OS,Version Unknown,2.4kg,"1149,00",Nvidia,Intel,1920,1080,2.8
Dell,XPS 13,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,8,128GB SSD,Windows,10,1.29kg,"899,00",Intel,Intel,1920,1080,2.5
Acer,Aspire A515-51G,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,4,500GB HDD,Windows,10,2.2kg,"639,00",Nvidia,Intel,1920,1080,2.7
Dell,Vostro 5568,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,1TB HDD,Windows,10,2.18kg,"836,00",Intel,Intel,1920,1080,2.5
Dell,Inspiron 5570,15.6,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,16,256GB SSD +  2TB HDD,Windows,10,2.2kg,"1219,24",AMD,Intel,1920,1080,1.8
Xiaomi,Mi Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,16,256GB SSD,No OS,Version Unknown,1.95kg,"1399,95",Nvidia,Intel,1920,1080,1.8
Asus,VivoBook E12,11.6,1366x768,Intel Celeron Dual Core N3350 1.1GHz,2,32GB Flash Storage,Windows,10,1.1kg,"245,00",Intel,Intel,1366,768,1.1
HP,15-bs190od (i5-8250U/4GB/1TB/W10),15.6,Touchscreen 1366x768,Intel Core i5 8250U 1.6GHz,4,1TB HDD,Windows,10,2.04kg,"521,47",Intel,Intel,1366,768,1.6
Asus,ROG Zephyrus,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,24,512GB SSD,Windows,10,2.24kg,"2968,00",Nvidia,Intel,1920,1080,2.8
HP,Probook 450,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Windows,10,2.04kg,"889,00",Nvidia,Intel,1920,1080,2.5
Asus,FX753VE-GC155T (i7-7700HQ/16GB/1TB,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256GB SSD +  1TB HDD,Windows,10,3kg,"1504,00",Nvidia,Intel,1920,1080,2.8
Lenovo,Legion Y720-15IKB,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,256GB SSD +  1TB HDD,Windows,10,3.2kg,"1399,00",Nvidia,Intel,1920,1080,2.8
HP,Spectre X360,13.3,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,256GB SSD,Windows,10,1.32kg,"1399,00",Intel,Intel,1920,1080,2.7
Dell,Latitude 5480,14.0,Full HD 1920x1080,Intel Core i5 7300U 2.6GHz,8,256GB SSD,Windows,10,1.64kg,"1279,73",Intel,Intel,1920,1080,2.6
HP,ProBook 440,15.6,1366x768,Intel Core i3 6006U 2GHz,4,128GB SSD,Windows,10,1.63kg,"689,00",Intel,Intel,1366,768,2.0
Dell,Inspiron 5770,17.3,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8,128GB SSD +  1TB HDD,Linux,Version Unknown,2.8kg,"889,00",AMD,Intel,1920,1080,1.6
Lenovo,ThinkPad L470,14.0,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8,256GB SSD,Windows,7,2.02kg,"1340,00",Intel,Intel,1920,1080,2.3
Lenovo,IdeaPad 320-15IKB,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,4,1TB HDD,Windows,10,2.2kg,"799,00",Nvidia,Intel,1920,1080,2.7
Lenovo,IdeaPad 320-15ISK,15.6,1366x768,Intel Core i3 6006U 2GHz,8,2TB HDD,No OS,Version Unknown,2.2kg,"459,00",Nvidia,Intel,1366,768,2.0
Dell,Inspiron 3567,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4,500GB HDD,Windows,10,2.3kg,"585,00",AMD,Intel,1920,1080,2.5
Dell,Latitude 5580,15.6,Full HD 1920x1080,Intel Core i5 7440HQ 2.8GHz,8,256GB SSD,Windows,10,1.9kg,"1377,00",Intel,Intel,1920,1080,2.8
Dell,Alienware 17,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,128GB SSD +  1TB HDD,Windows,10,4.42kg,"3012,77",Nvidia,Intel,1920,1080,2.8
Toshiba,Satellite Pro,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,500GB HDD,Windows,10,2.0kg,"860,00",Intel,Intel,1920,1080,2.5
Asus,Zenbook UX510UW-FI095T,15.6,IPS Panel 4K Ultra HD 3840x2160,Intel Core i7 7500U 2.7GHz,8,256GB SSD +  1TB HDD,Windows,10,2kg,"1299,00",Nvidia,Intel,3840,2160,2.7
Mediacom,SmartBook Edge,13.3,IPS Panel Full HD 1920x1080,Intel Celeron Quad Core N3450 1.1GHz,4,32GB SSD,Windows,10,1.2kg,"369,00",Intel,Intel,1920,1080,1.1
Asus,ROG Strix,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8,128GB SSD +  1TB HDD,Windows,10,2.3kg,"1649,00",Nvidia,Intel,1920,1080,2.5
Dell,Latitude 5580,15.6,Full HD 1920x1080,Intel Core i7 7600U 2.8GHz,8,256GB SSD,Windows,10,1.93kg,"1369,00",Nvidia,Intel,1920,1080,2.8
Dell,Inspiron 5570,15.6,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8,256GB SSD,Windows,10,2.2kg,"797,41",AMD,Intel,1920,1080,1.6
HP,250 G6,15.6,Full HD 1920x1080,Intel Pentium Quad Core N3710 1.6GHz,4,256GB SSD,Windows,10,1.86kg,"398,99",Intel,Intel,1920,1080,1.6
HP,Omen 15-ce006nv,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,12,1TB HDD,Windows,10,2.62kg,"1799,00",Nvidia,Intel,1920,1080,2.8
Lenovo,Thinkpad E470,14.0,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,256GB SSD,Windows,10,1.87kg,"859,00",Nvidia,Intel,1920,1080,2.7
Dell,XPS 13,13.3,Quad HD+ / Touchscreen 3200x1800,Intel Core i7 8550U 1.8GHz,8,256GB SSD,Windows,10,1.2kg,"1399,00",Intel,Intel,3200,1800,1.8
Dell,Vostro 5468,14.0,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4,128GB SSD,Windows,10,1.6kg,"735,87",Intel,Intel,1920,1080,2.0
HP,Envy 13-AB020nr,13.3,IPS Panel Quad HD+ 3200x1800,Intel Core i7 7500U 2.7GHz,8,256GB SSD,Windows,10,1.34kg,"1145,00",Intel,Intel,3200,1800,2.7
Acer,Aspire 7,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8,1TB HDD,Linux,Version Unknown,2.4kg,"798,00",Nvidia,Intel,1920,1080,2.5
Asus,VivoBook X540YA-XX519T,15.6,1366x768,AMD E-Series 7110 1.8GHz,4,500GB HDD,Windows,10,2kg,"349,00",AMD,AMD,1366,768,1.8
HP,ProBook 450,15.6,Full HD 1920x1080,Intel Core i3 7100U 2.4GHz,4,128GB SSD,Windows,10,2.1kg,"705,50",Intel,Intel,1920,1080,2.4
Lenovo,ThinkPad E470,14.0,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4,500GB HDD,Windows,10,1.87kg,"785,00",Intel,Intel,1920,1080,2.5
Lenovo,V310-15ISK (i5-6200U/4GB/1TB/FHD/No,15.6,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,4,1TB HDD,No OS,Version Unknown,2.15kg,"462,35",Intel,Intel,1920,1080,2.3
HP,250 G6,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4,500GB HDD,Windows,10,1.86kg,"397,00",Intel,Intel,1920,1080,2.0
Lenovo,ThinkPad T570,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,512GB SSD,Windows,10,1.99kg,"1729,00",Intel,Intel,1920,1080,2.7
Lenovo,IdeaPad 320-15ISK,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4,128GB SSD,Windows,10,2.2kg,"499,00",Intel,Intel,1920,1080,2.0
Dell,Latitude 5580,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Windows,10,1.9kg,"1116,99",Intel,Intel,1920,1080,2.5
Dell,Alienware 17,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256GB SSD +  1TB HDD,Windows,10,4.42kg,"2699,00",Nvidia,Intel,1920,1080,2.8
HP,17-X047na (i3-6006U/8GB/1TB/W10),17.3,1600x900,Intel Core i3 6006U 2GHz,8,1TB HDD,Windows,10,2.65kg,"544,15",Intel,Intel,1600,900,2.0
HP,ProBook 470,17.3,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,1TB HDD,Windows,10,2.63kg,"1280,00",Nvidia,Intel,1920,1080,2.7
Asus,A541NA-GO342 (N3350/4GB/500GB/Linux),15.6,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4,500GB HDD,Linux,Version Unknown,2kg,"224,00",Intel,Intel,1366,768,1.1
Mediacom,SmartBook 130,13.3,IPS Panel Full HD 1920x1080,Intel Atom x5-Z8350 1.44GHz,4,32GB Flash Storage,Windows,10,1.35kg,"255,00",Intel,Intel,1920,1080,1.44
Lenovo,IdeaPad 320-17IKB,17.3,1600x900,Intel Core i7 7500U 2.7GHz,6,128GB SSD +  1TB HDD,Windows,10,2.8kg,"949,00",Nvidia,Intel,1600,900,2.7
HP,15-bw007nv (A10-9620P/6GB/128GB/Radeon,15.6,IPS Panel Full HD 1920x1080,AMD A10-Series A10-9620P 2.5GHz,6,128GB SSD,Windows,10,1.91kg,"568,90",AMD,AMD,1920,1080,2.5
Dell,Vostro 3568,15.6,1366x768,Intel Core i3 6006U 2GHz,4,1TB HDD,Windows,10,2.18kg,"617,90",AMD,Intel,1366,768,2.0
Acer,Spin SP111-31,11.6,IPS Panel Full HD / Touchscreen 1920x1080,Intel Celeron Dual Core N3350 2.0GHz,4,32GB Flash Storage,Windows,10,1.25kg,"349,00",Intel,Intel,1920,1080,2.0
Lenovo,V330-15IKB (i3-7130U/4GB/128GB/FHD/W10),15.6,Full HD 1920x1080,Intel Core i3 7130U 2.7GHz,4,128GB SSD,Windows,10,2.05kg,"630,00",Intel,Intel,1920,1080,2.7
HP,EliteBook 1030,13.3,IPS Panel Quad HD+ / Touchscreen 3200x1800,Intel Core M 6Y75 1.2GHz,16,512GB SSD,Windows,10,1.16kg,"1965,00",Intel,Intel,3200,1800,1.2
Lenovo,Thinkpad P71,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,256GB SSD,Windows,10,3.4kg,"2999,00",Nvidia,Intel,1920,1080,2.8
Asus,FX553VD-DM627T (i5-7300HQ/8GB/1TB,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8,128GB SSD +  1TB HDD,Windows,10,2.5kg,"839,00",Nvidia,Intel,1920,1080,2.5
Dell,XPS 13,13.3,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,Intel Core i5 8250U 1.6GHz,8,128GB SSD,Windows,10,1.21kg,"1599,00",Intel,Intel,3840,2160,1.6
Dell,Latitude 5580,15.6,1366x768,Intel Core i5 7300U 2.6GHz,4,500GB HDD,Windows,10,1.93kg,"959,00",Intel,Intel,1366,768,2.6
Fujitsu,Lifebook A557,15.6,1366x768,Intel Core i5 7200U 2.5GHz,8,1TB HDD,Windows,10,2.2kg,"739,00",Intel,Intel,1366,768,2.5
Lenovo,IdeaPad 320-15IAP,15.6,Full HD 1920x1080,Intel Pentium Quad Core N4200 1.1GHz,4,500GB HDD,Windows,10,2.2kg,"344,00",Intel,Intel,1920,1080,1.1
Lenovo,ThinkPad L470,14.0,1366x768,Intel Core i5 7200U 2.5GHz,4,500GB HDD,Windows,10,2.02kg,"990,00",Intel,Intel,1366,768,2.5
HP,ZBook 17,17.3,1600x900,Intel Core i5 7440HQ 2.8GHz,8,500GB HDD,Windows,10,3.14kg,"1860,99",Nvidia,Intel,1600,900,2.8
HP,14-am079na (N3710/8GB/2TB/W10),14.0,1366x768,Intel Pentium Quad Core N3710 1.6GHz,8,2TB HDD,Windows,10,1.94kg,"389,00",Intel,Intel,1366,768,1.6
HP,15-cd005nv (A9-9420/6GB/256GB/Radeon,15.6,IPS Panel Full HD 1920x1080,AMD A9-Series A9-9420 3GHz,6,256GB SSD,Windows,10,1.95kg,"649,00",AMD,AMD,1920,1080,3.0
Lenovo,Thinkpad E570,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Windows,10,2.3kg,"830,00",Intel,Intel,1920,1080,2.5
Lenovo,V330-15IKB (i5-8250U/4GB/500GB/FHD/W10),15.6,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,4,500GB HDD,Windows,10,2.05kg,"685,00",Intel,Intel,1920,1080,1.6
Mediacom,SmartBook 141,14.0,Full HD 1920x1080,Intel Atom x5-Z8350 1.44GHz,4,32GB SSD,Windows,10,1.4kg,"249,00",Intel,Intel,1920,1080,1.44
Toshiba,Tecra X40-D-10H,14.0,Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,16,512GB SSD,Windows,10,1.24kg,"1865,00",Intel,Intel,1920,1080,2.7
Lenovo,IdeaPad Y910-17ISK,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6820HK 2.7GHz,32,256GB SSD +  1TB HDD,Windows,10,4.6kg,"2663,00",Nvidia,Intel,1920,1080,2.7
Micro-Star International,GT73VR Titan,17.3,Full HD 1920x1080,Intel Core i7 7820HK 2.9GHz,16,512GB SSD +  1TB HDD,Windows,10,4.14kg,"2729,00",Nvidia,Intel,1920,1080,2.9
Dell,Inspiron 3567,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,256GB SSD,Linux,Version Unknown,2.2kg,"749,01",AMD,Intel,1920,1080,2.7
Mediacom,SmartBook Edge,14.0,IPS Panel Full HD 1920x1080,Intel Celeron Quad Core N3450 1.1GHz,4,32GB SSD,Windows,10,1.45kg,"389,00",Intel,Intel,1920,1080,1.1
Dell,Latitude 5580,15.6,1366x768,Intel Core i5 7300U 2.6GHz,8,500GB HDD,Windows,10,1.9kg,"1008,52",Intel,Intel,1366,768,2.6
HP,ProBook 430,13.3,Full HD 1920x1080,Intel Core i3 7100U 2.4GHz,4,128GB SSD,Windows,10,1.49kg,"719,00",Intel,Intel,1920,1080,2.4
Dell,Latitude 5580,15.6,Full HD 1920x1080,Intel Core i7 7600U 2.8GHz,16,256GB SSD,Windows,10,1.93kg,"1537,39",Nvidia,Intel,1920,1080,2.8
Dell,Chromebook 11,11.6,1366x768,Intel Celeron Dual Core N3060 1.6GHz,4,16GB Flash Storage,Chrome OS,Version Unknown,1.26kg,"295,00",Intel,Intel,1366,768,1.6
Micro-Star International,GT80S 6QE,17.3,Full HD 1920x1080,Intel Core i7 6820HK 2.7GHz,16,128GB SSD +  1TB HDD,Windows,10,4.5kg,"2349,00",Nvidia,Intel,1920,1080,2.7
HP,Omen 17-AN010nv,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256GB SSD +  1TB HDD,Windows,10,3.78kg,"1498,00",Nvidia,Intel,1920,1080,2.8
Lenovo,Thinkpad T460s,14.0,IPS Panel Full HD 1920x1080,Intel Core i7 6600U 2.6GHz,12,256GB SSD,Windows,10,1.4kg,"1673,00",Intel,Intel,1920,1080,2.6
Lenovo,Ideapad 320-15IKBR,15.6,Touchscreen 1366x768,Intel Core i7 8550U 1.8GHz,12,1TB HDD,Windows,10,2.2kg,"609,00",Intel,Intel,1366,768,1.8
Asus,ROG Strix,17.3,IPS Panel Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8,128GB SSD +  1TB HDD,Windows,10,2.73kg,"1770,00",Nvidia,Intel,1920,1080,2.5
Asus,TP501UA-CJ131T (i5-7200U/8GB/1TB/W10),15.6,Touchscreen 1366x768,Intel Core i5 7200U 2.5GHz,8,1TB HDD,Windows,10,2.2kg,"739,00",Intel,Intel,1366,768,2.5
Lenovo,IdeaPad 320-15ABR,15.6,Full HD 1920x1080,AMD A12-Series 9720P 3.6GHz,12,512GB SSD,Windows,10,2.2kg,"949,00",AMD,AMD,1920,1080,3.6
Dell,Inspiron 3179,11.6,Touchscreen 1366x768,Intel Core M 7Y30 1.0GHz,4,128GB SSD,Windows,10,1.39kg,"603,00",Intel,Intel,1366,768,1.0
Samsung,Notebook Odyssey,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,128GB SSD +  1TB HDD,Windows,10,2.5kg,"1699,00",Nvidia,Intel,1920,1080,2.8
Lenovo,V320-17ISK (i3-6006U/4GB/500GB/FHD/No,17.3,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4,500GB HDD,No OS,Version Unknown,2.8kg,"529,00",Intel,Intel,1920,1080,2.0
Lenovo,IdeaPad 110-15ISK,15.6,1366x768,Intel Core i3 6100U 2.3GHz,8,1TB HDD,Windows,10,2.29kg,"459,00",Intel,Intel,1366,768,2.3
